vehicle_number,driver_name,vehicle_manufacturer,leader_lap,lap_count,pit_in_flag_status,pit_out_flag_status,pit_in_race_time,pit_out_race_time,total_duration,box_stop_race_time,box_leave_race_time,pit_stop_duration,in_travel_duration,out_travel_duration,pit_stop_type,left_front_tire_changed,left_rear_tire_changed,right_front_tire_changed,right_rear_tire_changed,previous_lap_time,next_lap_time,pit_in_rank,pit_out_rank,positions_gained_lost
66,Timmy Hill(i),Ford,88,87,2,2,5624.467,5718.043,93.576,5634.8217,5692.6113,57.7896,10.3547,25.4316,OTHER,False,False,False,False,0,0,32,36,-4
9,Brandon Jones,Chevrolet,89,87,2,2,5739.237,5823.9,84.6629,5753.7408,5807.0928,53.3519,14.5038,16.8071,OTHER,False,False,False,False,0,0,37,37,0
00,Cole Custer,Ford,91,90,2,2,5911.673,6000.625,88.952,5936.6259,5995.2984,58.6724,24.9529,5.3265,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,36,36,0
44,Jeffrey Earnhardt,Chevrolet,91,91,2,2,5996.82,6052.029,55.209,6008.7661,6032.9568,24.1907,11.9461,19.0721,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,17,33,-16
66,Timmy Hill(i),Ford,92,91,2,2,6005.337,6060.827,55.4899,6015.5405,6037.1619,21.6213,10.2035,23.665,OTHER,False,False,False,False,0,0,34,35,-1
43,Ryan Ellis,Chevrolet,92,91,2,2,6002.868,6048.367,45.4989,6030.3219,6040.4652,10.1432,27.4539,7.9017,OTHER,False,False,False,False,0,0,30,32,-2
10,Austin Dillon(i),Chevrolet,91,91,2,2,5994.986,6105.592,110.6059,6003.0605,6083.1731,80.1125,8.0745,22.4188,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,12,37,-25
4,Bayley Currey,Chevrolet,92,92,2,2,6112.291,6151.353,39.0619,6120.8471,6127.7538,6.9067,8.5561,23.5991,OTHER,False,False,False,False,0,0,20,33,-13
53,CJ McLaughlin,Chevrolet,93,92,2,2,6116.255,6164.264,48.009,6135.2611,6150.1755,14.9144,19.0061,14.0884,OTHER,False,False,False,False,0,0,28,34,-6
91,Ross Chastain(i),Chevrolet,93,92,2,2,6114.475,6170.87,56.3949,6137.9971,6161.3531,23.3559,23.5221,9.5168,OTHER,False,False,False,False,0,0,24,35,-11
10,Austin Dillon(i),Chevrolet,93,92,2,2,6154.456,6212.928,58.4719,6162.623,6190.1166,27.4935,8.167,22.8113,OTHER,False,False,False,False,0,0,37,36,1
00,Cole Custer,Ford,93,92,2,2,6118.702,6225.879,107.1769,6143.5691,6220.5924,77.0232,24.8671,5.2865,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,33,37,-4
53,CJ McLaughlin,Chevrolet,94,93,2,2,6233.871,6301.754,67.8829,6252.2465,6288.7406,36.494,18.3755,13.0133,OTHER,False,False,False,False,0,0,31,37,-6
24,Tyler Reddick(i),Toyota,98,97,1,1,6469.35,6523.932,54.5819,6485.4178,6509.7414,24.3236,16.0678,14.1905,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,28,37,-9
53,CJ McLaughlin,Chevrolet,99,98,1,1,6527.52,6561.643,34.1229,6546.0445,6548.5803,2.5358,18.5245,13.0626,OTHER,False,False,False,False,0,0,36,36,0
24,Tyler Reddick(i),Toyota,104,102,1,1,6749.364,6819.085,69.721,6766.2015,6802.9377,36.7361,16.8375,16.1472,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,37,37,0
48,Parker Kligerman,Chevrolet,111,110,1,1,7022.978,7072.163,49.1849,7044.9504,7063.6688,18.7183,21.9724,8.4941,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,6,35,-29
7,Justin Allgaier,Chevrolet,113,112,1,1,7107.797,7153.791,45.994,7130.3374,7146.1862,15.8488,22.5404,7.6047,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,5,33,-28
21,Austin Hill,Chevrolet,114,113,1,1,7163.226,7206.486,43.26,7189.898,7204.2787,14.3807,26.672,2.2072,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,12,34,-22
6,Brennan Poole,Chevrolet,113,112,1,1,7140.625,7197.709,57.0839,7150.6918,7177.2846,26.5928,10.0668,20.4243,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,31,35,-4
11,Daniel Hemric,Chevrolet,115,114,1,1,7207.814,7254.956,47.1419,7217.3268,7234.6772,17.3504,9.5128,20.2787,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,10,29,-19
1,Sam Mayer,Chevrolet,115,114,1,1,7190.606,7237.351,46.7449,7197.1394,7214.2161,17.0766,6.5334,23.1348,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,4,20,-16
98,Riley Herbst,Ford,115,114,1,1,7206.247,7252.336,46.0889,7229.9058,7246.1076,16.2017,23.6588,6.2283,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,9,28,-19
25,Brett Moffitt,Ford,115,114,1,1,7213.792,7259.395,45.603,7225.4681,7241.2489,15.7807,11.6761,18.146,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,13,32,-19
26,Kaz Grala,Toyota,115,114,1,1,7210.11,7256.094,45.984,7219.0619,7234.8774,15.8155,8.9519,21.2165,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,11,31,-20
78,Anthony Alfredo,Chevrolet,115,114,1,1,7220.843,7275.598,54.755,7235.6115,7260.3677,24.7562,14.7685,15.2302,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,23,34,-11
16,Chandler Smith #,Chevrolet,115,114,1,1,7205.239,7251.831,46.592,7225.5682,7242.673,17.1047,20.3292,9.1579,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,8,27,-19
39,Ryan Sieg,Ford,115,114,1,1,7215.728,7264.905,49.1769,7241.6826,7261.3353,19.6526,25.9546,3.5696,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,14,33,-19
31,Parker Retzlaff #,Chevrolet,116,115,1,1,7271.605,7328.315,56.71,7294.2029,7317.3258,23.1228,22.5979,10.9891,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,16,33,-17
8,Josh Berry,Chevrolet,116,115,1,1,7235.712,7280.616,44.9039,7251.9271,7266.875,14.9479,16.2151,13.7409,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,3,15,-12
28,Alex Labbe,Ford,116,115,1,1,7271.876,7353.432,81.5559,7291.3334,7339.0483,47.7148,19.4574,14.3836,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,17,36,-19
20,John Hunter Nemechek,Toyota,116,116,1,1,7273.456,7320.448,46.992,7298.8742,7316.0912,17.2169,25.4182,4.3567,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,1,12,-11
92,Josh Williams,Chevrolet,116,115,1,1,7269.035,7322.184,53.149,7287.3295,7310.1187,22.7891,18.2945,12.0652,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,15,31,-16
18,Sammy Smith #,Toyota,117,117,1,1,7320.135,7367.345,47.21,7339.7834,7356.9338,17.1503,19.6484,10.4111,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,1,7,-6
07,Blaine Perkins #,Chevrolet,117,116,1,1,7327.376,7377.333,49.9569,7340.3506,7359.4029,19.0522,12.9746,17.93,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,23,33,-10
2,Sheldon Creed,Chevrolet,118,117,1,1,7336.992,7382.319,45.327,7347.4911,7363.4736,15.9825,10.4991,18.8453,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,3,16,-13
19,Joe Graf Jr.,Toyota,118,117,1,1,7337.954,7383.141,45.1869,7364.9751,7380.2236,15.2485,27.0211,2.9173,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,4,18,-14
51,Jeremy Clements,Chevrolet,118,117,1,1,7350.164,7398.004,47.84,7367.9456,7385.1963,17.2506,17.7816,12.8076,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,5,24,-19
38,Kyle Sieg,Ford,118,117,1,1,7356.578,7405.645,49.067,7376.2206,7393.9718,17.7511,19.6426,11.6731,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,11,25,-14
45,Rajah Caruth(i),Chevrolet,117,116,1,1,7311.073,7373.81,62.737,7324.2337,7357.1663,32.9326,13.1607,16.6436,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,13,30,-17
4,Bayley Currey,Chevrolet,117,116,1,1,7326.318,7378.745,52.4269,7333.8109,7356.133,22.3221,7.4929,22.6119,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,22,34,-12
44,Jeffrey Earnhardt,Chevrolet,119,118,1,1,7401.936,7452.639,50.703,7413.6257,7433.8789,20.2532,11.6897,18.76,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,6,24,-18
02,David Starr,Chevrolet,119,118,1,1,7412.879,7479.37,66.4909,7426.6062,7460.0056,33.3993,13.7272,19.3643,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,13,34,-21
35,Joey Gase,Toyota,118,117,1,1,7374.987,7426.115,51.1279,7385.1963,7406.2508,21.0545,10.2093,19.8641,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,21,31,-10
00,Cole Custer,Ford,118,117,1,1,7352.225,7426.799,74.5739,7376.8212,7421.6674,44.8461,24.5962,5.1315,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,9,32,-23
27,Jeb Burton,Chevrolet,122,121,1,1,7533.898,7582.962,49.064,7548.7302,7568.4069,19.6767,14.8322,14.555,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,9,23,-14
43,Ryan Ellis,Chevrolet,123,122,1,1,7582.074,7631.482,49.408,7606.2222,7625.1075,18.8853,24.1482,6.3744,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,9,26,-17
53,CJ McLaughlin,Chevrolet,121,118,1,1,7475.093,7584.565,109.4719,7492.9067,7570.3176,77.4108,17.8137,14.2473,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,35,37,-2
66,Timmy Hill(i),Ford,125,123,1,1,7645.001,7707.314,62.313,7653.337,7685.4476,32.1105,8.336,21.8663,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,19,35,-16
9,Brandon Jones,Chevrolet,126,124,1,1,7688.405,7734.825,46.42,7702.0523,7719.1359,17.0835,13.6473,15.689,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,18,31,-13
91,Ross Chastain(i),Chevrolet,125,124,1,1,7669.008,7728.849,59.841,7690.8747,7721.0919,30.2171,21.8667,7.757,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,9,28,-19
10,Austin Dillon(i),Chevrolet,128,128,2,2,7877.885,7923.684,45.7989,7885.8741,7901.5874,15.7133,7.9891,22.0965,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,1,2,-1
1,Sam Mayer,Chevrolet,128,128,2,2,7881.208,7928.768,47.56,7887.776,7905.8871,18.1111,6.568,22.8808,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,4,8,-4
18,Sammy Smith #,Toyota,128,128,2,2,7881.934,7926.601,44.6669,7901.3227,7916.0374,14.7146,19.3887,10.5635,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,6,5,1
7,Justin Allgaier,Chevrolet,128,128,2,2,7880.759,7926.32,45.5609,7903.1245,7918.9699,15.8453,22.3655,7.35,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,3,4,-1
8,Josh Berry,Chevrolet,128,128,2,2,7881.642,7927.392,45.75,7897.4188,7913.3347,15.9158,15.7768,14.0572,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,5,7,-2
11,Daniel Hemric,Chevrolet,128,128,2,2,7886.777,7932.37,45.5929,7896.0508,7912.0667,16.0158,9.2738,20.3032,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,11,12,-1
25,Brett Moffitt,Ford,128,128,2,2,7892.13,7940.875,48.7449,7904.1255,7922.6773,18.5517,11.9955,18.1976,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,15,16,-1
21,Austin Hill,Chevrolet,128,128,2,2,7883.761,7927.129,43.3679,7910.5986,7925.13,14.5314,26.8376,1.9989,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,8,6,2
26,Kaz Grala,Toyota,128,128,2,2,7887.393,7933.539,46.1459,7896.0508,7912.6006,16.5497,8.6578,20.9383,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,12,13,-1
20,John Hunter Nemechek,Toyota,128,128,2,2,7879.352,7925.224,45.872,7904.6927,7921.2529,16.5601,25.3407,3.971,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,2,3,-1
16,Chandler Smith #,Chevrolet,128,128,2,2,7884.114,7929.14,45.026,7904.4925,7919.994,15.5015,20.3785,9.1459,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,9,9,0
48,Parker Kligerman,Chevrolet,128,128,2,2,7882.523,7930.726,48.2029,7904.0588,7922.1434,18.0846,21.5358,8.5825,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,7,10,-3
98,Riley Herbst,Ford,128,128,2,2,7885.864,7932.189,46.325,7909.1972,7925.8756,16.6783,23.3332,6.3133,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,10,11,-1
19,Joe Graf Jr.,Toyota,128,128,2,2,7889.429,7934.992,45.563,7915.7037,7932.0866,16.3828,26.2747,2.9053,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,14,14,0
02,David Starr,Chevrolet,129,127,2,2,7996.963,8040.169,43.206,8011.8355,8020.7776,8.9421,14.8725,19.3913,OTHER,False,False,False,False,0,0,34,35,-1
39,Ryan Sieg,Ford,129,129,2,2,8003.003,8055.358,52.355,8028.919,8050.9742,22.0551,25.916,4.3837,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,1,16,-15
00,Cole Custer,Ford,129,128,2,2,8002.088,8101.789,99.701,8027.0505,8096.4384,69.3878,24.9625,5.3505,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,25,33,-8
24,Tyler Reddick(i),Toyota,129,127,2,2,8002.552,8104.911,102.359,8018.2418,8090.5467,72.3049,15.6898,14.3642,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,36,36,0
43,Ryan Ellis,Chevrolet,134,132,2,2,8420.355,8474.964,54.609,8446.6803,8467.5008,20.8204,26.3253,7.4631,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,34,34,0
78,Anthony Alfredo,Chevrolet,135,135,2,2,8627.434,8686.976,59.542,8642.1805,8671.2756,29.0951,14.7465,15.7003,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,17,24,-7
45,Rajah Caruth(i),Chevrolet,136,135,2,2,8629.379,8682.562,53.1829,8642.047,8665.964,23.9169,12.668,16.5979,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,24,23,1
28,Alex Labbe,Ford,135,134,2,2,8627.062,8680.56,53.4979,8643.782,8666.7712,22.9891,16.72,13.7887,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,30,34,-4
92,Josh Williams,Chevrolet,135,135,2,2,8627.704,8677.447,49.743,8646.151,8665.3365,19.1854,18.447,12.1104,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,18,19,-1
38,Kyle Sieg,Ford,135,135,2,2,8628.572,8680.526,51.9539,8647.8861,8668.7398,20.8537,19.3141,11.7861,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,21,21,0
51,Jeremy Clements,Chevrolet,135,135,2,2,8628.077,8678.027,49.95,8645.8841,8665.7036,19.8194,17.8071,12.3233,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,19,20,-1
31,Parker Retzlaff #,Chevrolet,136,135,2,2,8629.01,8681.661,52.6509,8649.4876,8670.0744,20.5868,20.4776,11.5865,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,22,22,0
18,Sammy Smith #,Toyota,135,135,2,2,8624.781,8728.718,103.9369,8644.4494,8717.5876,73.1382,19.6684,11.1303,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,15,25,-10
91,Ross Chastain(i),Chevrolet,136,135,2,2,8641.95,8732.418,90.4679,8664.836,8723.9049,59.0688,22.886,8.513,OTHER,False,False,False,False,0,0,26,26,0
5,Kyle Larson,Chevrolet,12,11,1,1,511.411,590.7619,79.3509,524.5085,570.9551,46.4466,13.0975,19.8068,OTHER,False,False,False,False,0,0,23,36,-13
2,Austin Cindric,Ford,16,16,2,2,781.59,823.433,41.8429,789.2461,801.4915,12.2453,7.6561,21.9414,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,13,15,-2
12,Ryan Blaney,Ford,16,16,2,2,778.779,820.968,42.1889,789.6799,802.7926,13.1127,10.9009,18.1753,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,4,7,-3
4,Kevin Harvick,Ford,16,16,2,2,781.873,822.37,40.4969,788.4786,799.7761,11.2974,6.6056,22.5938,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,14,9,5
1,Ross Chastain,Chevrolet,16,16,2,2,778.227,817.995,39.768,791.7486,802.2922,10.5436,13.5216,15.7027,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,2,1,1
24,William Byron,Chevrolet,16,16,2,2,782.568,823.104,40.536,790.9812,802.1588,11.1776,8.4132,20.9451,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,16,11,5
8,Kyle Busch,Chevrolet,16,16,2,2,780.938,820.609,39.671,789.7466,800.6239,10.8773,8.8086,19.985,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,11,6,5
99,Daniel Suarez,Chevrolet,16,16,2,2,779.317,820.242,40.9249,797.0538,808.665,11.6112,17.7368,11.5769,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,6,5,1
78,BJ McLeod,Chevrolet,16,16,2,2,788.089,831.534,43.4449,795.4866,809.0287,13.542,7.3976,22.5052,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,32,30,2
45,Tyler Reddick,Toyota,16,16,2,2,783.86,826.269,42.4089,794.518,807.3305,12.8124,10.658,18.9384,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,20,23,-3
9,Chase Elliott,Chevrolet,16,16,2,2,785.539,826.855,41.316,798.1548,810.1665,12.0117,12.6158,16.6884,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,25,26,-1
38,Todd Gilliland,Ford,16,16,2,2,787.157,896.676,109.519,796.0205,874.9983,78.9777,8.8635,21.6776,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,30,35,-5
34,Michael McDowell,Ford,16,16,2,2,783.263,824.925,41.6619,798.8555,811.2676,12.4121,15.5925,13.6573,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,18,19,-1
19,Martin Truex Jr,Toyota,16,16,2,2,779.039,819.821,40.782,791.1146,802.297,11.1823,12.0756,17.5239,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,5,4,1
11,Denny Hamlin,Toyota,16,16,2,2,780.721,825.607,44.8859,799.3225,814.9721,15.6495,18.6015,10.6348,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,10,20,-10
21,Harrison Burton,Ford,16,16,2,2,786.431,829.098,42.6669,799.7907,812.7366,12.9458,13.3597,16.3613,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,28,29,-1
5,Kyle Larson,Chevrolet,16,13,2,2,701.51,1558.454,856.944,714.4699,833.7213,119.2514,12.9599,724.7326,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,36,36,0
48,Alex Bowman,Chevrolet,16,16,2,2,778.0,818.479,40.479,799.9231,811.4159,11.4927,21.9231,7.063,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,1,2,-1
3,Austin Dillon,Chevrolet,16,16,2,2,786.179,826.596,40.417,802.8927,813.6365,10.7437,16.7137,12.9594,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,27,25,2
77,Ty Dillon,Chevrolet,16,16,2,2,789.154,835.059,45.9049,799.6906,814.8387,15.1481,10.5366,20.2202,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,34,33,1
23,Bubba Wallace,Toyota,16,16,2,2,782.894,823.175,40.2809,801.5916,808.0645,6.4729,18.6976,15.1104,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,17,13,4
31,Justin Haley,Chevrolet,16,16,2,2,784.532,827.1609,42.6289,799.7897,813.1026,13.3129,15.2577,14.0583,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,22,27,-5
43,Erik Jones,Chevrolet,16,16,2,2,785.889,826.283,40.394,803.5934,814.4707,10.8772,17.7044,11.8122,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,26,24,2
41,Ryan Preece,Ford,16,16,2,2,784.889,825.995,41.1059,804.8947,815.9695,11.0748,20.0057,10.0254,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,23,22,1
14,Chase Briscoe,Ford,16,16,2,2,788.787,833.518,44.7309,804.8623,818.71,13.8477,16.0753,14.8079,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,33,31,2
7,Corey LaJoie,Chevrolet,16,16,2,2,781.289,822.527,41.238,804.194,816.3734,12.1794,22.905,6.1535,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,12,10,2
47,Ricky Stenhouse Jr,Chevrolet,16,16,2,2,780.486,823.089,42.603,805.1616,818.0417,12.8801,24.6756,5.0472,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,9,12,-3
17,Chris Buescher,Ford,16,16,2,2,783.553,824.645,41.0919,803.5267,815.5059,11.9792,19.9737,9.139,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,19,18,1
22,Joey Logano,Ford,16,16,2,2,778.527,818.833,40.3059,804.4275,815.9063,11.4787,25.9005,2.9266,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,3,3,0
6,Brad Keselowski,Ford,16,16,2,2,784.195,824.464,40.269,806.2627,816.9579,10.6951,22.0677,7.506,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,21,17,4
54,Ty Gibbs #,Toyota,16,16,2,2,785.271,825.969,40.698,802.4256,813.4363,11.0106,17.1546,12.5326,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,24,21,3
42,Noah Gragson #,Chevrolet,16,16,2,2,782.299,823.371,41.072,808.6984,820.0103,11.3118,26.3994,3.3606,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,15,14,1
15,JJ Yeley,Ford,16,16,2,2,787.5839,834.439,46.855,808.4659,824.7825,16.3165,20.8819,9.6564,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,31,32,-1
16,AJ Allmendinger,Chevrolet,16,16,2,2,780.074,822.067,41.993,805.1282,817.8415,12.7133,25.0542,4.2254,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,8,8,0
51,Cody Ware,Ford,16,16,2,2,789.773,836.804,47.0309,811.7691,828.6263,16.8572,21.9961,8.1776,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,35,34,1
20,Christopher Bell,Toyota,16,16,2,2,779.654,823.176,43.522,806.0625,821.186,15.1235,26.4085,1.9899,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,7,16,-9
10,Aric Almirola,Ford,16,16,2,2,786.73,827.316,40.586,810.3677,821.7129,11.3451,23.6377,5.603,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,29,28,1
5,Kyle Larson,Chevrolet,30,14,1,1,1604.2059,1651.219,47.013,1615.4532,1632.5034,17.0501,11.2472,18.7155,OTHER,False,False,False,False,0,0,36,36,0
34,Michael McDowell,Ford,42,42,2,2,2176.401,2219.524,43.123,2191.999,2206.1116,14.1126,15.598,13.4123,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,23,23,0
12,Ryan Blaney,Ford,42,42,2,2,2170.083,2209.6819,39.5989,2180.9205,2191.5308,10.6102,10.8375,18.1511,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,1,1,0
4,Kevin Harvick,Ford,42,42,2,2,2170.978,2212.043,41.065,2177.5508,2189.5411,11.9903,6.5728,22.5018,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,5,7,-2
24,William Byron,Chevrolet,42,42,2,2,2172.295,2212.468,40.1729,2180.32,2191.364,11.044,8.025,21.1039,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,10,9,1
2,Austin Cindric,Ford,42,42,2,2,2173.813,2214.2689,40.4559,2181.4544,2192.6987,11.2442,7.6414,21.5702,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,15,15,0
1,Ross Chastain,Chevrolet,42,42,2,2,2170.53,2210.438,39.9079,2183.99,2194.7341,10.7441,13.46,15.7038,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,3,2,1
8,Kyle Busch,Chevrolet,42,42,2,2,2170.708,2211.029,40.3209,2179.4192,2191.0637,11.6445,8.7111,19.9652,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,4,3,1
45,Tyler Reddick,Toyota,42,42,2,2,2174.366,2215.322,40.956,2184.724,2196.6695,11.9455,10.358,18.6524,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,17,17,0
78,BJ McLeod,Chevrolet,42,42,2,2,2178.552,2227.592,49.0399,2185.6925,2205.246,19.5534,7.1405,22.346,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,29,29,0
23,Bubba Wallace,Toyota,42,42,2,2,2171.5,2213.323,41.8229,2185.9251,2198.3046,12.3795,14.4251,15.0183,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,7,12,-5
9,Chase Elliott,Chevrolet,42,42,2,2,2172.994,2212.296,39.3019,2185.2579,2195.6351,10.3772,12.2639,16.6608,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,12,8,4
19,Martin Truex Jr,Toyota,42,42,2,2,2173.56,2213.651,40.0909,2185.5248,2196.184,10.6592,11.9648,17.4669,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,14,13,1
99,Daniel Suarez,Chevrolet,42,42,2,2,2171.764,2211.3359,39.5719,2189.3285,2199.9063,10.5777,17.5645,11.4296,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,8,5,3
11,Denny Hamlin,Toyota,42,42,2,2,2172.02,2213.0189,40.9989,2190.6633,2202.6091,11.9457,18.6433,10.4098,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,9,11,-2
31,Justin Haley,Chevrolet,42,42,2,2,2176.753,2219.943,43.19,2191.9322,2205.9467,14.0144,15.1792,13.9962,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,24,24,0
21,Harrison Burton,Ford,42,42,2,2,2177.676,2219.413,41.737,2190.8311,2203.1438,12.3127,13.1551,16.2691,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,27,22,5
77,Ty Dillon,Chevrolet,42,42,2,2,2179.419,2221.01,41.591,2189.096,2201.1753,12.0792,9.677,19.8346,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,31,25,6
43,Erik Jones,Chevrolet,42,42,2,2,2175.3449,2215.536,40.191,2192.4995,2203.5476,11.0481,17.1545,11.9883,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,20,18,2
54,Ty Gibbs #,Toyota,42,42,2,2,2175.8069,2214.983,39.176,2192.5662,2202.6434,10.0772,16.7592,12.3395,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,21,16,5
3,Austin Dillon,Chevrolet,42,42,2,2,2177.385,2221.998,44.6129,2194.0009,2209.15,15.149,16.6159,12.8479,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,26,26,0
5,Kyle Larson,Chevrolet,42,26,2,2,2181.378,2288.513,107.1349,2193.2336,2265.7404,72.5068,11.8556,22.7725,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,36,36,0
48,Alex Bowman,Chevrolet,42,42,2,2,2171.2489,2211.563,40.314,2193.1992,2204.3669,11.1677,21.9502,7.196,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,6,6,0
